EigenVal1	EigenVal2	EigenVal3	EigenVec1X	EigenVec1Y	EigenVec1Z	EigenVec2X	EigenVec2Y	EigenVec2Z	EigenVec3X	EigenVec3Y	EigenVec3Z	Volume3d (mm^3) 	Shape_VA3d	Length3d (mm) 	index
0.00259902	0.00234844	0.00055196	0.623276	0.727422	-0.287026	0.716106	-0.67839	-0.16425	0.314195	0.103168	0.943736	0.00135824	3.62029	0.286233	1740
0.00259868	0.0011601	0.000579431	0.726744	-0.247665	-0.640707	0.141934	0.966753	-0.212705	0.672085	0.0636438	0.737734	0.00120212	2.53101	0.246649	1878
0.00259198	0.000770628	0.000528932	0.227241	0.720218	0.655475	0.322627	-0.690751	0.647129	0.918843	0.0644195	-0.389329	0.0011709	1.85015	0.234035	1909
0.00259188	0.00128407	0.000570147	0.444023	0.894478	-0.0524649	-0.256274	0.182887	0.949145	0.858585	-0.407997	0.310437	0.00138947	2.25836	0.257022	1728
0.00257433	0.00125396	0.000526275	0.432825	-0.177711	0.883788	0.753918	-0.466135	-0.462952	0.494237	0.866681	-0.0677752	0.00118651	2.24176	0.259473	1897
0.00257237	0.00114199	0.000333971	0.409126	0.891307	-0.195419	0.869658	-0.316044	0.379225	-0.276245	0.325098	0.904433	0.00126457	1.8426	0.228598	1823
0.00256515	0.00117245	0.000876351	0.844434	0.278714	-0.457438	0.471282	0.019336	0.881771	-0.254607	0.960179	0.115025	0.00190466	1.85827	0.244023	1433
0.00254322	0.00144898	0.000613672	0.799144	-0.531401	-0.281037	0.533419	0.842421	-0.0760938	0.277188	-0.0891006	0.956675	0.00115529	3.28993	0.246248	1931
0.00253462	0.00188174	0.000627583	-0.67697	-0.196177	0.709385	0.256029	0.840861	0.476866	0.690045	-0.504447	0.519011	0.00177977	2.2489	0.249244	1491
0.00253426	0.00124909	0.000609215	-0.713512	0.694831	0.0900616	-0.219405	-0.343657	0.913105	0.665404	0.631751	0.397653	0.00181099	1.64395	0.256338	1481
0.00252436	0.0012996	0.00089806	0.66141	-0.575346	0.481158	0.740591	0.39956	-0.540257	0.118583	0.713673	0.690369	0.00145191	2.55417	0.260944	1682
0.00250761	0.00208415	0.000732932	-0.128663	0.943416	0.305634	0.971516	0.0580645	0.22975	-0.199003	-0.326489	0.924015	0.00142069	4.27076	0.261435	1700
0.00250027	0.00119192	0.000837743	0.95108	0.117594	-0.285688	0.30604	-0.232132	0.923284	-0.0422555	0.96555	0.256764	0.00201395	1.60259	0.261864	1386
0.0024985	0.00154876	0.000891119	0.884282	0.329226	-0.331143	-0.461312	0.72583	-0.510257	0.0723634	0.603971	0.793714	0.00217006	2.14678	0.237842	1322
0.002488	0.00112428	0.000922713	0.291102	0.632477	0.717797	0.710917	0.359072	-0.604702	0.640201	-0.686324	0.345112	0.00206078	1.82218	0.247399	1374
0.0024797	0.00135788	0.000654066	-0.379225	0.774708	-0.50598	-0.903401	-0.191714	0.383553	0.200138	0.602555	0.772575	0.00146753	2.7138	0.242855	1667
